# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam	/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam	/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam	/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam	/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam	/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam
SAOUHSC_02627	NC_007795.1	2414839	2415741	-	903	1209	1155	1128	3342	1884	3867
SAOUHSC_02628	NC_007795.1	2415967	2416605	+	639	1979	365	2030	3083	2770	3040
SAOUHSC_02629	NC_007795.1	2416851	2418782	-	1932	22982	6804	14223	23446	14501	32709
SAOUHSC_02630	NC_007795.1	2418795	2419442	-	648	8375	1823	4833	8276	5479	13455
SAOUHSC_02631	NC_007795.1	2419563	2420114	+	552	217	73	266	1088	469	1060
SAOUHSC_02632	NC_007795.1	2420344	2421551	-	1208	500	290	422	1298	511	2134
SAOUHSC_02634	NC_007795.1	2421661	2421789	-	129	9	2	10	5	10	5
SAOUHSC_02635	NC_007795.1	2421820	2423202	-	1383	4060	303	4869	3087	5983	4541
SAOUHSC_02636	NC_007795.1	2423442	2423897	-	456	8261	1667	9482	9302	11997	10356
SAOUHSC_02638	NC_007795.1	2424092	2425060	+	969	483	401	305	2042	614	3338
SAOUHSC_02640	NC_007795.1	2426131	2426796	-	666	513	21	502	175	801	212
SAOUHSC_02641	NC_007795.1	2426796	2427851	-	1056	337	12	345	116	461	98
SAOUHSC_02643	NC_007795.1	2427987	2428661	+	675	506	127	593	668	679	822
SAOUHSC_02644	NC_007795.1	2428654	2430027	+	1374	2326	190	2813	1870	3312	1990
SAOUHSC_02645	NC_007795.1	2430190	2430633	+	444	3299	210	921	27464	1345	7303
SAOUHSC_02646	NC_007795.1	2430630	2431085	+	456	4887	562	1234	28222	2020	6646
SAOUHSC_02647	NC_007795.1	2431151	2432629	-	1479	5392	1846	4663	4608	7553	5662
SAOUHSC_02648	NC_007795.1	2433010	2434608	-	1599	8242	5647	9806	27572	11469	31375
SAOUHSC_02649	NC_007795.1	2434925	2436598	+	1674	3323	406	2962	3480	4163	3927
SAOUHSC_02650	NC_007795.1	2436751	2437380	-	630	7765	4005	5456	22466	8167	39400
SAOUHSC_02651	NC_007795.1	2437694	2438209	-	516	260	212	231	892	369	1278
SAOUHSC_02652	NC_007795.1	2438502	2439404	+	903	855	867	673	1709	1192	2991
SAOUHSC_02653	NC_007795.1	2439450	2439785	-	336	177	207	103	235	227	385
SAOUHSC_02654	NC_007795.1	2439887	2440921	-	1035	432	147	316	652	705	999
SAOUHSC_02655	NC_007795.1	2440932	2441048	-	117	0	0	1	1	1	0
SAOUHSC_02656	NC_007795.1	2441153	2441584	-	432	1237	837	1279	1833	1835	2560
SAOUHSC_02657	NC_007795.1	2441636	2441728	+	93	14	0	20	13	42	16
SAOUHSC_02658	NC_007795.1	2441791	2443068	-	1278	1014	180	951	1121	1309	2124
SAOUHSC_02659	NC_007795.1	2443229	2443852	+	624	12714	143	15363	3022	18372	4201
SAOUHSC_02660	NC_007795.1	2443898	2444842	+	945	17297	239	22727	4301	26002	4720
SAOUHSC_02661	NC_007795.1	2444928	2446178	-	1251	6810	43	4809	545	7522	278
SAOUHSC_02662	NC_007795.1	2446156	2446371	-	216	914	18	573	53	836	69
SAOUHSC_02663	NC_007795.1	2446555	2446938	+	384	565	207	336	1672	631	3225
SAOUHSC_02664	NC_007795.1	2448426	2450531	+	2106	3157	287	3905	3736	4528	4812
SAOUHSC_02665	NC_007795.1	2450602	2451024	+	423	6054	1849	4467	15090	6614	15124
SAOUHSC_02666	NC_007795.1	2451289	2451645	+	357	618	154	628	2085	868	2583
SAOUHSC_02667	NC_007795.1	2452049	2453326	-	1278	15467	3940	16866	16547	19619	23433
SAOUHSC_02668	NC_007795.1	2453508	2453873	-	366	196	50	184	1166	289	1369
SAOUHSC_02669	NC_007795.1	2454271	2454717	+	447	3554	492	3578	7304	5005	9773
SAOUHSC_02670	NC_007795.1	2454933	2455361	+	429	3578	211	4288	3379	5030	4336
SAOUHSC_02671	NC_007795.1	2455468	2456637	-	1170	805	364	733	1232	970	5596
SAOUHSC_02672	NC_007795.1	2457007	2457921	+	915	222	24	264	188	362	239
SAOUHSC_02674	NC_007795.1	2457900	2458640	+	741	349	30	488	285	552	477
SAOUHSC_02675	NC_007795.1	2458898	2459500	-	603	1407	222	1522	1415	2141	2015
SAOUHSC_02676	NC_007795.1	2459574	2460608	-	1035	2985	761	2992	3437	3797	5155
SAOUHSC_02677	NC_007795.1	2460632	2461084	-	453	1246	280	1276	1954	1626	2810
SAOUHSC_02678	NC_007795.1	2461104	2461781	-	678	554	101	505	1123	706	1532
SAOUHSC_02679	NC_007795.1	2461774	2462364	-	591	83	45	83	407	159	647
SAOUHSC_02680	NC_007795.1	2462342	2463787	-	1446	344	524	306	1542	529	2152
SAOUHSC_02681	NC_007795.1	2463891	2467580	-	3690	487	560	379	2047	807	2796
SAOUHSC_02682	NC_007795.1	2467889	2468866	-	978	947	581	883	1552	1326	3054
SAOUHSC_02683	NC_007795.1	2468857	2469171	-	315	142	204	124	296	169	616
SAOUHSC_02684	NC_007795.1	2469175	2471580	-	2406	743	443	711	1300	933	2493
SAOUHSC_02685	NC_007795.1	2471646	2472377	-	732	86	44	87	85	116	240
SAOUHSC_02686	NC_007795.1	2472607	2473143	-	537	362	152	333	609	529	1165
SAOUHSC_02687	NC_007795.1	2473376	2474200	-	825	980	464	818	3673	1162	4713
SAOUHSC_02688	NC_007795.1	2474417	2474599	-	183	5	17	13	54	9	142
SAOUHSC_02689	NC_007795.1	2474683	2475150	-	468	89	37	88	468	114	516
SAOUHSC_02690	NC_007795.1	2475336	2476886	-	1551	12811	481	13375	2440	21138	4217
SAOUHSC_02691	NC_007795.1	2477181	2477447	-	267	5243	289	4822	1974	6662	2140
SAOUHSC_02692	NC_007795.1	2477447	2477698	-	252	2696	71	2406	1011	3401	1713
SAOUHSC_02693	NC_007795.1	2477863	2477964	-	102	24	2	25	39	47	18
SAOUHSC_02694	NC_007795.1	2477971	2478570	-	600	1828	210	1956	2738	2407	4376
SAOUHSC_02695	NC_007795.1	2478589	2478939	-	351	605	134	600	1127	697	1232
SAOUHSC_02696	NC_007795.1	2479206	2480456	+	1251	1861	42	2385	524	2777	564
SAOUHSC_02697	NC_007795.1	2480553	2481284	-	732	30874	4567	36766	9113	45229	14842
SAOUHSC_02698	NC_007795.1	2481281	2482000	-	720	15284	2883	18307	5763	22546	9243
SAOUHSC_02699	NC_007795.1	2481981	2482760	-	780	11243	1516	15342	4582	18423	8490
SAOUHSC_02700	NC_007795.1	2482881	2484239	-	1359	4637	967	4175	6301	4761	12381
SAOUHSC_02701	NC_007795.1	2484250	2484393	-	144	72	3	70	98	95	165
SAOUHSC_02702	NC_007795.1	2484494	2484598	+	105	1815	8	1201	131	4663	172
SAOUHSC_02703	NC_007795.1	2484752	2485438	-	687	5545	2137	4504	14543	7710	20185
SAOUHSC_02704	NC_007795.1	2485765	2486631	-	867	1891	237	2302	2179	2760	2468
SAOUHSC_02705	NC_007795.1	2487184	2487288	-	105	8	4	18	36	14	73
SAOUHSC_02706	NC_007795.1	2487383	2488693	+	1311	24076	2650	16649	31423	26037	47540
SAOUHSC_02708	NC_007795.1	2489229	2490158	+	930	3798	1043	2091	12859	5783	21334
SAOUHSC_02709	NC_007795.1	2490726	2491673	+	948	8352	989	5167	15059	12269	21850
SAOUHSC_02710	NC_007795.1	2491675	2492652	+	978	10244	1043	5734	11970	14349	15652
SAOUHSC_02711	NC_007795.1	2492704	2493171	-	468	72	6	111	71	155	84
SAOUHSC_02712	NC_007795.1	2493182	2493874	-	693	239	51	263	237	376	454
SAOUHSC_02713	NC_007795.1	2493885	2495000	-	1116	209	39	229	288	366	375
SAOUHSC_02714	NC_007795.1	2494978	2495985	-	1008	183	44	194	184	280	284
SAOUHSC_02715	NC_007795.1	2495987	2497345	-	1359	117	11	126	80	225	63
SAOUHSC_02716	NC_007795.1	2497323	2498009	-	687	61	3	48	28	77	21
SAOUHSC_A02577	NC_007795.1	2498063	2498230	-	168	1	0	4	4	2	3
SAOUHSC_02717	NC_007795.1	2498230	2498373	-	144	2	1	2	0	3	1
SAOUHSC_02718	NC_007795.1	2498461	2500194	-	1734	344	32	463	224	748	414
SAOUHSC_02719	NC_007795.1	2500219	2501982	-	1764	170	38	219	139	281	174
SAOUHSC_02720	NC_007795.1	2502476	2502583	-	108	1	1	1	4	0	1
SAOUHSC_02721	NC_007795.1	2502610	2502717	-	108	4497	731	3202	4550	6484	1787
SAOUHSC_02722	NC_007795.1	2502851	2503237	-	387	625	90	750	1025	895	828
SAOUHSC_02723	NC_007795.1	2503505	2504647	+	1143	18359	1746	19717	4575	19755	4077
SAOUHSC_02724	NC_007795.1	2504707	2505366	+	660	38134	918	45133	8115	40725	9818
SAOUHSC_02725	NC_007795.1	2505548	2506759	+	1212	3482	2550	2730	11785	4076	12991
SAOUHSC_02726	NC_007795.1	2506882	2507355	-	474	243	243	191	431	240	759
SAOUHSC_02727	NC_007795.1	2507555	2508124	+	570	1691	1567	851	4419	2341	5990
SAOUHSC_02728	NC_007795.1	2508187	2508993	-	807	420	62	416	433	716	926
SAOUHSC_02729	NC_007795.1	2509280	2510689	+	1410	2112	892	1284	4759	1695	7045
SAOUHSC_02731	NC_007795.1	2510827	2512905	+	2079	3813	802	4857	8377	5952	13259
SAOUHSC_02732	NC_007795.1	2512984	2513085	-	102	1	0	4	6	1	6
SAOUHSC_02733	NC_007795.1	2513045	2514874	-	1830	6331	3374	4816	16349	8401	25059
SAOUHSC_02734	NC_007795.1	2514968	2515072	-	105	2	0	8	7	2	5
SAOUHSC_02736	NC_007795.1	2515106	2516602	+	1497	2413	305	2729	3440	3720	3861
SAOUHSC_02737	NC_007795.1	2516694	2517545	-	852	1681	346	1026	1384	1986	1668
SAOUHSC_02739	NC_007795.1	2517867	2518802	-	936	660	1177	544	2170	941	3461
SAOUHSC_02740	NC_007795.1	2519028	2520428	-	1401	1329	1321	951	8605	1683	9664
SAOUHSC_02741	NC_007795.1	2520722	2521417	-	696	1316	256	1324	768	2102	1010
SAOUHSC_02742	NC_007795.1	2521417	2522358	-	942	1275	178	1426	807	1940	1168
SAOUHSC_02743	NC_007795.1	2522375	2523010	-	636	418	109	470	328	703	568
SAOUHSC_02744	NC_007795.1	2523007	2524233	-	1227	620	420	661	643	951	1478
SAOUHSC_02745	NC_007795.1	2524560	2524679	-	120	7	0	7	0	7	1
SAOUHSC_02746	NC_007795.1	2524759	2524899	-	141	18	2	13	9	18	6
SAOUHSC_02747	NC_007795.1	2524903	2525502	-	600	1983	105	2336	1549	3078	1883
SAOUHSC_02750	NC_007795.1	2525682	2527319	+	1638	4256	508	4807	2483	6022	3765
SAOUHSC_02751	NC_007795.1	2527927	2529279	+	1353	4412	5601	2959	15346	4432	18437
SAOUHSC_02752	NC_007795.1	2529341	2530468	-	1128	5058	556	5816	2287	7194	2459
SAOUHSC_02753	NC_007795.1	2530924	2531700	-	777	2102	935	1565	3524	2302	3856
SAOUHSC_02754	NC_007795.1	2531693	2532355	-	663	915	725	680	1509	893	1420
SAOUHSC_02755	NC_007795.1	2532603	2533679	-	1077	4933	3255	4733	6790	6240	7194
SAOUHSC_02756	NC_007795.1	2534034	2534300	-	267	3644	192	5859	4025	6003	3060
SAOUHSC_02757	NC_007795.1	2534300	2534557	-	258	5023	95	5908	5355	7037	6363
SAOUHSC_02759	NC_007795.1	2534916	2535371	+	456	1826	295	1872	3615	2691	5202
SAOUHSC_02760	NC_007795.1	2535539	2537116	-	1578	1048	720	889	1911	1571	3052
SAOUHSC_02761	NC_007795.1	2537311	2538060	+	750	350	103	427	792	529	943
SAOUHSC_02762	NC_007795.1	2538284	2539477	-	1194	2997	265	2826	787	4781	1117
SAOUHSC_02763	NC_007795.1	2539489	2540238	-	750	1075	116	1115	159	1623	267
SAOUHSC_02764	NC_007795.1	2540231	2541046	-	816	889	55	659	110	1096	224
SAOUHSC_02765	NC_007795.1	2541043	2541912	-	870	543	18	395	74	590	97
SAOUHSC_02766	NC_007795.1	2541909	2542844	-	936	1446	129	1630	457	2597	899
SAOUHSC_02767	NC_007795.1	2542857	2544455	-	1599	5505	284	5324	1345	8351	2943
SAOUHSC_02768	NC_007795.1	2544598	2545812	-	1215	1863	34	1477	139	2624	297
SAOUHSC_02769	NC_007795.1	2545892	2546710	-	819	1842	34	1391	149	2656	356
SAOUHSC_02770	NC_007795.1	2546721	2547542	-	822	1956	67	1401	165	2862	344
SAOUHSC_02771	NC_007795.1	2548409	2548774	-	366	314	360	396	1522	403	1784
SAOUHSC_02772	NC_007795.1	2549037	2549756	-	720	3433	9022	2027	8939	3002	16565
SAOUHSC_02773	NC_007795.1	2550088	2551626	+	1539	2151	1684	1709	9684	2536	16527
SAOUHSC_02774	NC_007795.1	2551738	2552160	-	423	3117	998	2215	11083	2788	14242
SAOUHSC_02775	NC_007795.1	2552612	2553031	-	420	278	73	299	500	453	768
SAOUHSC_02776	NC_007795.1	2553049	2553468	-	420	71	37	75	285	112	502
SAOUHSC_02777	NC_007795.1	2553735	2554157	-	423	128	182	115	849	247	1547
SAOUHSC_02778	NC_007795.1	2554408	2555103	-	696	410	735	251	1870	458	4063
SAOUHSC_02779	NC_007795.1	2555392	2555673	+	282	1073	698	570	3459	877	5997
SAOUHSC_02780	NC_007795.1	2555609	2555794	+	186	114	275	130	457	138	523
SAOUHSC_02781	NC_007795.1	2555933	2556124	-	192	1688	453	1079	8968	2524	8292
SAOUHSC_02782	NC_007795.1	2556559	2556681	+	123	26	0	32	13	31	6
SAOUHSC_02783	NC_007795.1	2556685	2557479	-	795	285	151	313	469	400	759
SAOUHSC_02784	NC_007795.1	2558015	2558302	-	288	70	26	77	109	117	196
SAOUHSC_02785	NC_007795.1	2558305	2558631	-	327	81	11	91	166	134	210
SAOUHSC_02786	NC_007795.1	2558631	2559955	-	1325	284	214	317	663	442	1183
SAOUHSC_02788	NC_007795.1	2559952	2560737	-	786	166	84	200	464	272	872
SAOUHSC_02789	NC_007795.1	2560849	2561550	-	702	175	94	151	392	227	533
SAOUHSC_02790	NC_007795.1	2561928	2564789	-	2862	1243	225	1897	2007	2416	2441
SAOUHSC_02791	NC_007795.1	2564791	2565183	-	393	93	37	106	250	139	433
SAOUHSC_02793	NC_007795.1	2565300	2567108	+	1809	857	205	868	1210	1376	1593
SAOUHSC_02794	NC_007795.1	2567392	2567658	+	267	104	26	97	409	223	711
SAOUHSC_02795	NC_007795.1	2567802	2568110	+	309	62	11	44	130	82	135
SAOUHSC_02796	NC_007795.1	2568218	2568451	-	234	11	6	23	44	13	65
SAOUHSC_02797	NC_007795.1	2568432	2569625	-	1194	264	59	293	462	441	696
SAOUHSC_02798	NC_007795.1	2570009	2574892	-	4884	2845	1550	3451	2246	4252	3621
SAOUHSC_02799	NC_007795.1	2575197	2575517	-	321	7	0	20	18	17	7
SAOUHSC_02800	NC_007795.1	2575879	2576622	+	744	12	0	14	22	14	13
SAOUHSC_02801	NC_007795.1	2576833	2577615	-	783	975	555	1110	1452	1542	2017
SAOUHSC_02802	NC_007795.1	2577879	2580632	-	2754	26594	2061	16826	17069	14477	9054
SAOUHSC_02803	NC_007795.1	2581383	2584355	-	2973	16562	4519	11263	18150	10642	16657
SAOUHSC_02804	NC_007795.1	2584423	2584524	-	102	8	0	1	13	3	19
SAOUHSC_02805	NC_007795.1	2584573	2584875	-	303	0	0	2	0	4	0
SAOUHSC_02806	NC_007795.1	2584907	2586265	-	1359	6617	1068	4160	2027	5389	3986
SAOUHSC_02808	NC_007795.1	2586382	2587935	-	1554	3691	1576	2264	2192	2982	4058
SAOUHSC_02809	NC_007795.1	2587959	2588639	-	681	1497	2093	1011	2694	1570	3803
SAOUHSC_02810	NC_007795.1	2588793	2589557	-	765	2668	1122	2241	3298	3413	6111
SAOUHSC_02811	NC_007795.1	2589722	2590414	-	693	731	211	666	1849	899	3580
SAOUHSC_02812	NC_007795.1	2590645	2591061	-	417	11060	14647	8879	34473	13073	46975
SAOUHSC_02813	NC_007795.1	2591200	2593093	-	1894	8899	334	9575	7400	11565	3888
SAOUHSC_02815	NC_007795.1	2593502	2594779	-	1278	10398	4787	7626	23293	9502	24941
SAOUHSC_02816	NC_007795.1	2595326	2595937	+	612	691	115	608	2189	939	3569
SAOUHSC_02817	NC_007795.1	2595946	2596044	-	99	0	0	0	0	1	0
SAOUHSC_02818	NC_007795.1	2596034	2597197	-	1164	464	97	478	553	828	839
SAOUHSC_02819	NC_007795.1	2597190	2597648	-	459	120	15	130	83	164	183
SAOUHSC_02820	NC_007795.1	2598082	2598777	+	696	218	401	316	947	411	1622
SAOUHSC_02821	NC_007795.1	2598779	2599549	+	771	241	136	283	820	360	1358
SAOUHSC_02822	NC_007795.1	2599922	2601886	+	1965	3032	1254	1655	6756	3721	9538
SAOUHSC_02823	NC_007795.1	2602404	2603309	+	906	1003	307	826	3317	1214	4405
SAOUHSC_02824	NC_007795.1	2603414	2604007	-	594	336	339	326	316	584	485
SAOUHSC_02825	NC_007795.1	2604029	2604901	-	873	216	186	226	244	269	397
SAOUHSC_02826	NC_007795.1	2605075	2605509	-	435	943	59	764	795	1356	1118
SAOUHSC_02827	NC_007795.1	2605736	2606020	+	285	625	294	488	1792	857	1427
SAOUHSC_02828	NC_007795.1	2606191	2606997	+	807	4882	394	5532	1220	6271	1817
SAOUHSC_02829	NC_007795.1	2607117	2607788	-	672	2280	111	1764	1087	2754	815
SAOUHSC_02830	NC_007795.1	2608103	2609050	+	948	8950	84	15126	2006	17327	793
SAOUHSC_02831	NC_007795.1	2609299	2610099	-	801	539	61	596	365	774	391
SAOUHSC_02832	NC_007795.1	2610420	2611055	+	636	22	2	112	34	86	41
SAOUHSC_02833	NC_007795.1	2611061	2611792	+	732	218	9	421	118	460	153
SAOUHSC_02834	NC_007795.1	2611952	2612572	-	621	1935	361	2139	3920	3118	6115
SAOUHSC_02836	NC_007795.1	2612766	2613257	+	492	305	121	304	529	428	577
SAOUHSC_02837	NC_007795.1	2613695	2613865	-	171	83	118	68	956	96	1945
SAOUHSC_02838	NC_007795.1	2613927	2614025	-	99	1	0	3	2	2	0
SAOUHSC_02839	NC_007795.1	2614044	2614943	-	900	5207	757	4280	1510	5635	2069
SAOUHSC_02840	NC_007795.1	2614957	2615637	-	681	2411	104	2066	640	2528	762
SAOUHSC_02841	NC_007795.1	2615640	2616635	-	996	4372	189	3492	1493	4756	1625
SAOUHSC_02842	NC_007795.1	2617234	2617437	+	204	124	19	154	176	220	91
SAOUHSC_02843	NC_007795.1	2617620	2618555	+	936	335	153	349	1773	470	3324
SAOUHSC_02844	NC_007795.1	2618637	2619605	-	969	3032	2912	1583	6277	3517	11152
SAOUHSC_02845	NC_007795.1	2619738	2620082	-	345	610	295	283	1271	759	1711
SAOUHSC_02846	NC_007795.1	2620124	2620534	-	411	660	296	312	1766	905	2699
SAOUHSC_02848	NC_007795.1	2620914	2622980	-	2067	7866	13920	8989	61793	14102	61629
SAOUHSC_02849	NC_007795.1	2623281	2625020	-	1740	24752	27874	11723	65558	17710	110458
SAOUHSC_02850	NC_007795.1	2625067	2625756	-	690	6162	13626	3002	14890	4086	32445
SAOUHSC_02851	NC_007795.1	2625749	2626144	-	396	40	3	28	21	62	23
SAOUHSC_02852	NC_007795.1	2626357	2627184	-	828	578	351	503	1305	871	1378
SAOUHSC_02853	NC_007795.1	2627402	2627620	+	219	32180	5636	20058	58381	40766	26826
SAOUHSC_02855	NC_007795.1	2628010	2628441	+	432	798	46	828	427	813	294
SAOUHSC_02856	NC_007795.1	2628706	2628810	-	105	127	132	196	1610	176	2599
SAOUHSC_02857	NC_007795.1	2628973	2629107	-	135	45	176	68	745	50	815
SAOUHSC_02858	NC_007795.1	2629201	2629458	-	258	159	388	146	1941	151	2448
SAOUHSC_02859	NC_007795.1	2630037	2631314	-	1278	2781	1634	2200	3251	3282	4422
SAOUHSC_02860	NC_007795.1	2631568	2632734	+	1167	10941	3772	6869	18841	11060	17305
SAOUHSC_02861	NC_007795.1	2632904	2633425	-	522	1335	1421	957	1970	1553	2711
SAOUHSC_02862	NC_007795.1	2633834	2635939	+	2106	8382	15193	4216	24638	7087	39043
SAOUHSC_02863	NC_007795.1	2636008	2636178	-	171	200	2	216	56	296	102
SAOUHSC_02864	NC_007795.1	2636191	2638185	-	1995	1381	124	1241	713	1968	924
SAOUHSC_02865	NC_007795.1	2638197	2638424	-	228	140	9	122	132	181	221
SAOUHSC_02866	NC_007795.1	2638640	2641108	-	2469	1369	543	1209	2341	1843	4016
SAOUHSC_02867	NC_007795.1	2641274	2641822	+	549	2126	184	2152	1748	2746	2364
SAOUHSC_02868	NC_007795.1	2641899	2642066	-	168	183	64	162	293	206	588
SAOUHSC_02869	NC_007795.1	2642178	2643722	-	1545	18238	5679	8701	22453	15503	32667
SAOUHSC_02871	NC_007795.1	2643912	2644511	-	600	280	345	243	607	369	1135
SAOUHSC_02872	NC_007795.1	2644750	2644941	+	192	14518	385	19834	2172	21974	5287
SAOUHSC_02873	NC_007795.1	2645181	2647589	+	2409	9690	912	7575	5578	11656	5772
SAOUHSC_02874	NC_007795.1	2647869	2648075	+	207	1135	54	838	924	1375	866
SAOUHSC_02875	NC_007795.1	2648165	2649163	-	999	1377	1163	1021	4184	1666	7212
SAOUHSC_02876	NC_007795.1	2649186	2650340	-	1155	1341	2228	708	4730	1387	7574
SAOUHSC_02877	NC_007795.1	2650767	2652275	-	1509	1693	4601	1081	4978	1822	10146
SAOUHSC_02879	NC_007795.1	2652287	2653150	-	864	705	801	397	2576	653	4428
SAOUHSC_02880	NC_007795.1	2653187	2654314	-	1128	1232	4631	598	5217	1091	9349
SAOUHSC_02881	NC_007795.1	2654320	2655813	-	1494	1351	5284	722	6909	1322	10059
SAOUHSC_02882	NC_007795.1	2655806	2656294	-	489	171	297	122	1486	173	2049
SAOUHSC_02883	NC_007795.1	2656469	2657236	-	768	2094	618	2022	807	1579	1075
SAOUHSC_02885	NC_007795.1	2657597	2659408	-	1812	25300	1548	38786	9319	36924	11369
SAOUHSC_02886	NC_007795.1	2659920	2660408	-	489	89	7	196	40	103	73
SAOUHSC_02887	NC_007795.1	2660684	2661385	-	702	32531	4391	48405	12026	26875	8198
SAOUHSC_02888	NC_007795.1	2661993	2663048	-	1056	465	2481	340	10822	509	12081
SAOUHSC_02889	NC_007795.1	2663175	2663303	-	129	3	2	2	9	7	18
SAOUHSC_02890	NC_007795.1	2663260	2663397	+	138	9	0	6	10	14	5
SAOUHSC_02891	NC_007795.1	2663458	2664027	+	570	848	60	1102	793	1239	1115
SAOUHSC_02892	NC_007795.1	2664225	2664725	+	501	702	365	387	666	753	1612
SAOUHSC_02893	NC_007795.1	2664945	2665175	+	231	1007	148	776	806	1240	2114
SAOUHSC_02894	NC_007795.1	2665325	2665702	-	378	596	539	681	885	888	1728
SAOUHSC_02895	NC_007795.1	2665719	2666540	-	822	563	352	807	986	1009	1572
SAOUHSC_02896	NC_007795.1	2666560	2666859	-	300	189	67	256	243	343	409
SAOUHSC_02897	NC_007795.1	2666990	2667547	+	558	285	75	186	708	321	1165
SAOUHSC_02898	NC_007795.1	2667540	2668244	+	705	518	243	325	937	571	1123
SAOUHSC_02899	NC_007795.1	2668342	2669352	+	1011	1962	1445	1053	4224	1913	5877
SAOUHSC_02900	NC_007795.1	2669372	2670202	+	831	4012	8016	2360	13095	3778	17325
SAOUHSC_02901	NC_007795.1	2670349	2671239	-	891	1526	74	2043	307	4049	403
SAOUHSC_02902	NC_007795.1	2671337	2672676	-	1340	986	20	1133	135	2646	169
SAOUHSC_02904	NC_007795.1	2672670	2673776	-	1107	1386	18	1571	103	3380	135
SAOUHSC_02905	NC_007795.1	2674110	2674406	-	297	95	23	138	158	143	202
SAOUHSC_02906	NC_007795.1	2674394	2674762	-	369	274	73	292	325	347	520
SAOUHSC_02907	NC_007795.1	2674777	2675055	-	279	122	8	107	181	179	271
SAOUHSC_02908	NC_007795.1	2675397	2676263	-	867	776	2836	627	4070	989	6395
SAOUHSC_02909	NC_007795.1	2676481	2677545	+	1065	2328	835	1821	3350	2572	4239
SAOUHSC_02910	NC_007795.1	2677700	2677975	+	276	1205	317	1187	2294	1671	3939
SAOUHSC_02911	NC_007795.1	2678161	2678883	-	723	367	45	382	488	653	498
SAOUHSC_02912	NC_007795.1	2679237	2679686	+	450	1395	437	900	3021	1489	2034
SAOUHSC_02913	NC_007795.1	2679767	2680354	-	588	562	62	509	480	684	781
SAOUHSC_02914	NC_007795.1	2680332	2680430	-	99	9	0	11	4	15	2
SAOUHSC_02915	NC_007795.1	2680487	2682169	+	1683	1084	324	950	1155	1373	1399
SAOUHSC_02916	NC_007795.1	2682298	2682669	-	372	3047	235	3643	2094	4009	3434
SAOUHSC_02918	NC_007795.1	2682683	2683534	-	852	4718	1697	5343	4193	5891	7887
SAOUHSC_02919	NC_007795.1	2683527	2684318	-	792	3765	1836	3697	4986	4187	8492
SAOUHSC_02920	NC_007795.1	2684418	2685278	+	861	967	1297	744	3004	1272	4102
SAOUHSC_02921	NC_007795.1	2685364	2686068	-	705	1233	702	1637	1988	1830	2861
SAOUHSC_02922	NC_007795.1	2686346	2687305	-	960	1210	3940	1078	6818	1650	9471
SAOUHSC_02923	NC_007795.1	2687992	2689440	+	1449	4817	10026	2432	61442	4198	65446
SAOUHSC_02924	NC_007795.1	2689521	2690858	-	1338	1243	5763	813	16599	1163	39272
SAOUHSC_02925	NC_007795.1	2691116	2691532	+	417	83	150	50	926	88	1297
SAOUHSC_02926	NC_007795.1	2691655	2692545	+	891	9106	3843	5254	25075	12851	30542
SAOUHSC_02927	NC_007795.1	2692738	2694234	-	1497	41554	41671	29752	78627	42601	86934
SAOUHSC_02928	NC_007795.1	2694530	2694859	+	330	195	22	643	274	360	466
SAOUHSC_02929	NC_007795.1	2694919	2696517	-	1599	4585	9889	2696	18912	5239	27930
SAOUHSC_02930	NC_007795.1	2696711	2697154	-	444	923	756	616	3768	965	3945
SAOUHSC_02931	NC_007795.1	2697435	2697647	-	213	166	126	141	1667	229	1423
SAOUHSC_02932	NC_007795.1	2697925	2699634	-	1710	2132	217	2286	502	3025	505
SAOUHSC_02933	NC_007795.1	2699895	2701385	-	1491	10905	155	13886	517	18275	525
SAOUHSC_02934	NC_007795.1	2701454	2701549	+	96	1	0	4	1	5	1
